headword	id	sort_order	re1	re2	n_cum_1	n_seq_1	n_ic_cum_1	n_ic_seq_1	n_cum_2	n_seq_2	n_ic_cum_2	n_ic_seq_2	n_manual	n_manual_cmt	n_final	main_form	related_headword	dewk_main_form_on_variant	link_de	link_en
jemandem die Luft abdrehen	1484	1484	die Luft + \bab(\b|d|z|g) + dreh		0	626 -> 33 -> 0	0	627 -> 43 -> 0							0				https://de.wiktionary.org/wiki/jemandem_die_Luft_abdrehen	
jemandem die Luft abdrücken	1485	1485	die Luft + \bab(\b|d|z|g) + drück		0	626 -> 33 -> 0	0	627 -> 43 -> 0							0				https://de.wiktionary.org/wiki/jemandem_die_Luft_abdr%C3%BCcken	
jemandem die Löffel langziehen	1486	1486	die Löffel + \blang(\b|z|z|g) + _ZIEHEN		0	6 -> 0 -> 0	0	6 -> 0 -> 0							0	jemandem die Ohren langziehen		jemandem die Ohren langziehen	https://de.wiktionary.org/wiki/jemandem_die_L%C3%B6ffel_langziehen	
jemandem die Ohren abkauen	1487	1487	die Ohren + \bab(\b|k|z|g) + KAUEN		0	210 -> 14 -> 0	0	210 -> 14 -> 0							0	jemandem das Ohr abkauen		jemandem das Ohr abkauen	https://de.wiktionary.org/wiki/jemandem_die_Ohren_abkauen	
jemandem die Ohren langziehen	1488	1488	die Ohren + \blang(\b|z|z|g) + _ZIEHEN		3	210 -> 27 -> 3	3	210 -> 27 -> 3							3	jemandem die Ohren langziehen			https://de.wiktionary.org/wiki/jemandem_die_Ohren_langziehen	
jemandem die Pistole auf die Brust setzen	1489	1489	die Pistole + auf die Brust + SETZEN		0	71 -> 1 -> 0	0	71 -> 1 -> 0							0				https://de.wiktionary.org/wiki/jemandem_die_Pistole_auf_die_Brust_setzen	
jemandem die Schuld in die Schuhe schieben	1490	1490	die Schuld + in die Schuhe + SCHIEBEN		4	342 -> 4 -> 4	4	343 -> 4 -> 4							4	jemandem etwas in die Schuhe schieben			https://de.wiktionary.org/wiki/jemandem_die_Schuld_in_die_Schuhe_schieben	
jemandem die Sprache rauben	1491	1491	die Sprache + raub		1	879 -> 1	1	879 -> 1							1		jemandem die Sprache verschlagen	jemandem die Sprache verschlagen	https://de.wiktionary.org/wiki/jemandem_die_Sprache_rauben	
jemandem die Sprache verschlagen	1492	1492	die Sprache + VERSCHLAGEN		5	879 -> 5	5	879 -> 5							5	jemandem die Sprache verschlagen	jemandem die Sprache verschlagen		https://de.wiktionary.org/wiki/jemandem_die_Sprache_verschlagen	
jemandem die Stange halten	1493	1493	die Stange + HALTEN		7	24 -> 7	7	24 -> 7							7				https://de.wiktionary.org/wiki/jemandem_die_Stange_halten	
jemandem die Stiefel lecken	1494	1494	die Stiefel + LECKEN		0	28 -> 0	0	28 -> 0							0				https://de.wiktionary.org/wiki/jemandem_die_Stiefel_lecken	
jemandem die Suppe versalzen	1495	1495	die Suppe + versalz		0	24 -> 0	0	24 -> 0							0				https://de.wiktionary.org/wiki/jemandem_die_Suppe_versalzen	
jemandem die Worte in den Mund legen	1496	1496	die Worte + in den Mund + LEGEN		3	268 -> 3 -> 3	3	268 -> 3 -> 3							3				https://de.wiktionary.org/wiki/jemandem_die_Worte_in_den_Mund_legen	
jemandem die Zeit stehlen	1497	1497	die Zeit + STEHLEN + MANUAL_REVIEW		2	4052 -> 2 -> 2	7	4076 -> 7 -> 7							2				https://de.wiktionary.org/wiki/jemandem_die_Zeit_stehlen	
jemandem die Zunge lösen	1498	1498	die Zunge + LÖSEN		0	106 -> 0	0	106 -> 0							0				https://de.wiktionary.org/wiki/jemandem_die_Zunge_l%C3%B6sen	
jemandem diesen Zahn ziehen	1499	1499	diesen Zahn + ZIEHEN		0	0 -> 0	0	0 -> 0							0	jemandem den Zahn ziehen		jemandem den Zahn ziehen	https://de.wiktionary.org/wiki/jemandem_diesen_Zahn_ziehen	
jemandem dreht sich alles im Kreis	1500	1500	SICH + alles im Kreis + dreh		0	474694 -> 0 -> 0	0	474793 -> 0 -> 0							0				https://de.wiktionary.org/wiki/jemandem_dreht_sich_alles_im_Kreis	
jemandem durch die Finger schlüpfen	1501	1501	durch die Finger + schlüpf		0	2 -> 0	0	2 -> 0							0				https://de.wiktionary.org/wiki/jemandem_durch_die_Finger_schl%C3%BCpfen	
jemandem durch die Lappen gehen	1502	1502	durch die Lappen + GEHEN		1	1 -> 1	1	1 -> 1							1	jemandem durch die Lappen gehen	sich etwas durch den Kopf gehen lassen		https://de.wiktionary.org/wiki/jemandem_durch_die_Lappen_gehen	
jemandem ein Buch mit sieben Siegeln sein	1503	1503	ein Buch + mit sieben Siegeln + SEIN		0	864 -> 0 -> 0	0	865 -> 0 -> 0							0	für jemanden ein Buch mit sieben Siegeln sein		für jemanden ein Buch mit sieben Siegeln sein	https://de.wiktionary.org/wiki/jemandem_ein_Buch_mit_sieben_Siegeln_sein	
jemandem ein Dorn im Auge sein	1504	1504	ein Dorn im Auge		83	83	83	83							83	jemandem ein Dorn im Auge sein			https://de.wiktionary.org/wiki/jemandem_ein_Dorn_im_Auge_sein	
jemandem ein Kuckucksei ins Nest legen	1505	1505	ein Kuckucksei + ins Nest + LEGEN		1	1 -> 1 -> 1	1	1 -> 1 -> 1							1				https://de.wiktionary.org/wiki/jemandem_ein_Kuckucksei_ins_Nest_legen	https://en.wiktionary.org/wiki/jemandem_ein_Kuckucksei_ins_Nest_legen
jemandem ein Ohr abkauen	1506	1506	ein Ohr + \bab(\b|k|z|g) + KAUEN		0	21 -> 7 -> 0	0	21 -> 7 -> 0							0	jemandem das Ohr abkauen		jemandem das Ohr abkauen	https://de.wiktionary.org/wiki/jemandem_ein_Ohr_abkauen	
jemandem ein Ohr abreden	1507	1507	ein Ohr + \bab(\b|r|z|g) + _REDEN		0	21 -> 7 -> 0	0	21 -> 7 -> 0							0	jemandem das Ohr abkauen		jemandem das Ohr abkauen	https://de.wiktionary.org/wiki/jemandem_ein_Ohr_abreden	
jemandem ein paar scheuern	1508	1508	ein paar + scheuer + MANUAL_REVIEW		0	1475 -> 0 -> 0	0	1973 -> 0 -> 0							0	jemandem eine scheuern	jemandem eine auflegen	jemandem eine scheuern	https://de.wiktionary.org/wiki/jemandem_ein_paar_scheuern	
jemandem ein Schnippchen schlagen	1509	1509	ein Schippchen + SCHLAGEN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/jemandem_ein_Schnippchen_schlagen	
jemandem ein X für ein U vormachen	1510	1510	ein X + für ein U \bvor(\b|m|z|g) + _MACHEN		0	20 -> 0 -> 0	0	25 -> 0 -> 0							0				https://de.wiktionary.org/wiki/jemandem_ein_X_f%C3%BCr_ein_U_vormachen	https://en.wiktionary.org/wiki/jemandem_ein_X_f%C3%BCr_ein_U_vormachen
jemandem eine Abfuhr erteilen	1511	1511	eine Abfuhr + \berteil		6	12 -> 6	6	12 -> 6							6	jemandem eine Abfuhr erteilen			https://de.wiktionary.org/wiki/jemandem_eine_Abfuhr_erteilen	
jemandem eine auflegen	1512	1512	eine + \bauf(\b|leg|zulegen|gelegt) + _LEGEN + MANUAL_REVIEW	eine + \bauf(\b|l|z|g) + _LEGEN + MANUAL_REVIEW	3851	509517 -> 63157 -> 3851 -> 3851	4342	509523 -> 67290 -> 4342 -> 4342	4299	509517 -> 72488 -> 4299 -> 4299	4989	509523 -> 80632 -> 4989 -> 4989	10	0/200*3851 found, so assume 0.5 matches	10		jemandem eine auflegen		https://de.wiktionary.org/wiki/jemandem_eine_auflegen	
jemandem eine kleben	1513	1513	eine + kleb + MANUAL_REVIEW		183	509517 -> 183 -> 183	247	509523 -> 247 -> 247					0	0/183	0		jemandem eine auflegen		https://de.wiktionary.org/wiki/jemandem_eine_kleben	
jemandem eine scheuern	1514	1514	eine + scheuer + MANUAL_REVIEW		17	509517 -> 17 -> 17	37	509523 -> 37 -> 37					0	0/17	0	jemandem eine scheuern	jemandem eine auflegen		https://de.wiktionary.org/wiki/jemandem_eine_scheuern	
jemandem einen Bären aufbinden	1515	1515	einen Bären + \bauf(\b|b|z|g) + _BINDEN		0	25 -> 6 -> 0	0	25 -> 7 -> 0							0	jemandem einen Bären aufbinden			https://de.wiktionary.org/wiki/jemandem_einen_B%C3%A4ren_aufbinden	
jemandem einen Bärendienst erweisen	1516	1516	einen Bärendienst + ERWEISEN		7	7 -> 7	7	7 -> 7							7				https://de.wiktionary.org/wiki/jemandem_einen_B%C3%A4rendienst_erweisen	
jemandem einen Denkzettel geben	1517	1517	einen Denkzettel + GEBEN		1	10 -> 1	1	10 -> 1							1		jemandem einen Denkzettel verpassen	jemandem einen Denkzettel verpassen	https://de.wiktionary.org/wiki/jemandem_einen_Denkzettel_geben	
jemandem einen Denkzettel verpassen	1518	1518	einen Denkzettel + verpass		9	10 -> 9	9	10 -> 9							9		jemandem einen Denkzettel verpassen		https://de.wiktionary.org/wiki/jemandem_einen_Denkzettel_verpassen	
jemandem einen Floh ins Ohr setzen	1519	1519	einen Floh ins Ohr + SETZEN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/jemandem_einen_Floh_ins_Ohr_setzen	
jemandem einen Korb geben	1520	1520	einen Korb + GEBEN		8	30 -> 8	9	30 -> 9							8	jemandem einen Korb geben	jemandem einen Korb geben		https://de.wiktionary.org/wiki/jemandem_einen_Korb_geben	
jemandem einen Lichasdienst erweisen	1521	1521	einen Lichasdienst + ERWEISEN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/jemandem_einen_Lichasdienst_erweisen	
jemandem einen Maulkorb verpassen	1522	1522	einen Maulkorb + verpass		0	3 -> 0	0	3 -> 0							0				https://de.wiktionary.org/wiki/jemandem_einen_Maulkorb_verpassen	
jemandem einen Strich durch die Rechnung machen	1523	1523	einen Strich + durch die Rechnung		17	25 -> 17	17	25 -> 17							17				https://de.wiktionary.org/wiki/jemandem_einen_Strich_durch_die_Rechnung_machen	
jemandem einen Strick aus etwas drehen	1524	1524	einen Strick + aus + dreh		1	4 -> 2 -> 1	1	4 -> 2 -> 1							1				https://de.wiktionary.org/wiki/jemandem_einen_Strick_aus_etwas_drehen	
jemandem einen Vogel zeigen	1525	1525	einen Vogel + ZEIGEN		2	34 -> 2	2	34 -> 2							2	jemandem einen Vogel zeigen			https://de.wiktionary.org/wiki/jemandem_einen_Vogel_zeigen	
jemandem eins auswischen	1526	1526	eins + \baus(\b|wisch|zuwischen|gewischt) + wisch	eins + \baus(\b|w|z|g) + wisch	12	2853 -> 173 -> 12	12	2858 -> 187 -> 12	17	2853 -> 250 -> 17	18	2858 -> 287 -> 18			12				https://de.wiktionary.org/wiki/jemandem_eins_auswischen	https://en.wiktionary.org/wiki/jemandem_eins_auswischen
jemandem etwas aufs Auge drücken	1527	1527	aufs Auge + drück		0	4 -> 0	0	4 -> 0							0				https://de.wiktionary.org/wiki/jemandem_etwas_aufs_Auge_dr%C3%BCcken	
jemandem etwas aus der Nase ziehen	1528	1528	aus der Nase + ZIEHEN		0	7 -> 0	0	7 -> 0							0				https://de.wiktionary.org/wiki/jemandem_etwas_aus_der_Nase_ziehen	
jemandem etwas hoch anrechnen	1529	1529	hoch + \ban(\b|rechn|zurechnen|gerechnet) + rechn	hoch + \ban(\b|r|z|g) + rechn	7	7426 -> 640 -> 7	9	7427 -> 666 -> 9	7	7426 -> 974 -> 7	11	7427 -> 1086 -> 11			7				https://de.wiktionary.org/wiki/jemandem_etwas_hoch_anrechnen	
jemandem etwas in die Schuhe schieben	1530	1530	in die Schuhe + SCHIEBEN		26	33 -> 26	26	33 -> 26							26	jemandem etwas in die Schuhe schieben			https://de.wiktionary.org/wiki/jemandem_etwas_in_die_Schuhe_schieben	
jemandem etwas mit gleicher Münze heimzahlen	1531	1531	Münze + gleich + zahl		0	645 -> 2 -> 0	0	645 -> 2 -> 0							0				https://de.wiktionary.org/wiki/jemandem_etwas_mit_gleicher_M%C3%BCnze_heimzahlen	
jemandem fehlen die Worte	1532	1532	die Worte + fehl		5	268 -> 5	5	268 -> 5							5				https://de.wiktionary.org/wiki/jemandem_fehlen_die_Worte	https://en.wiktionary.org/wiki/jemandem_fehlen_die_Worte
jemandem Feuer unterm Arsch machen	1533	1533	Feuer (unterm|unter dem) Arsch + MACHEN		0	0 -> 0	0	0 -> 0							0	jemandem Feuer unterm Hintern machen			https://de.wiktionary.org/wiki/jemandem_Feuer_unterm_Arsch_machen	
jemandem Feuer unterm Hintern machen	1534	1534	Feuer (unterm|unter dem) Hintern + MACHEN		0	0 -> 0	0	0 -> 0							0	jemandem Feuer unterm Hintern machen			https://de.wiktionary.org/wiki/jemandem_Feuer_unterm_Hintern_machen	
jemandem Flötentöne beibringen	1535	1535	Flötentöne + \bbei(\b|b|z|g) + _BRINGEN		0	0 -> 0 -> 0	0	0 -> 0 -> 0							0	jemandem die Flötentöne beibringen		jemandem die Flötentöne beibringen	https://de.wiktionary.org/wiki/jemandem_Fl%C3%B6tent%C3%B6ne_beibringen	
jemandem fällt das Monokel in den Kakao	1536	1536	das Monokel + in den Kakao + FALLEN		0	2 -> 0 -> 0	0	3 -> 0 -> 0							0				https://de.wiktionary.org/wiki/jemandem_f%C3%A4llt_das_Monokel_in_den_Kakao	
jemandem fällt die Decke auf den Kopf	1537	1537	die Decken auf den Kopf + FALLEN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/jemandem_f%C3%A4llt_die_Decke_auf_den_Kopf	
jemandem fällt ein Stein vom Herzen	1538	1538	ein Stein + vom Herzen + FALLEN		2	111 -> 2 -> 2	2	112 -> 2 -> 2							2				https://de.wiktionary.org/wiki/jemandem_f%C3%A4llt_ein_Stein_vom_Herzen	https://en.wiktionary.org/wiki/jemandem_f%C3%A4llt_ein_Stein_vom_Herzen
jemandem gegen den Strich gehen	1539	1539	gegen den Strich + GEHEN		3	11 -> 3	3	11 -> 3							3				https://de.wiktionary.org/wiki/jemandem_gegen_den_Strich_gehen	
jemandem geht das Messer im Sack auf	1540	1540	das Messer + im Sack + \bauf(\b|g|z) + _GEHEN		0	78 -> 0 -> 0 -> 0	0	78 -> 0 -> 0 -> 0							0		jemandem geht das Messer in der Tasche auf	jemandem geht das Messer in der Tasche auf	https://de.wiktionary.org/wiki/jemandem_geht_das_Messer_im_Sack_auf	
jemandem geht das Messer in der Hose auf	1541	1541	das Messer + in der Hose + \bauf(\b|g|z) + _GEHEN		0	78 -> 0 -> 0 -> 0	0	78 -> 0 -> 0 -> 0							0		jemandem geht das Messer in der Tasche auf	jemandem geht das Messer in der Tasche auf	https://de.wiktionary.org/wiki/jemandem_geht_das_Messer_in_der_Hose_auf	
jemandem geht das Messer in der Tasche auf	1542	1542	das Messer + in der Tasche + \bauf(g|\b) + _GEHEN		0	78 -> 0 -> 0 -> 0	0	78 -> 0 -> 0 -> 0							0		jemandem geht das Messer in der Tasche auf		https://de.wiktionary.org/wiki/jemandem_geht_das_Messer_in_der_Tasche_auf	
jemandem geht der Arsch auf Grundeis	1543	1543	der Arsch auf Grundeis + GEHEN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/jemandem_geht_der_Arsch_auf_Grundeis	https://en.wiktionary.org/wiki/jemandem_geht_der_Arsch_auf_Grundeis
jemandem geht der Hut hoch	1544	1544	der Hut + \bhoch(\b|z|g) + _GEHEN		0	154 -> 3 -> 0	0	154 -> 3 -> 0							0				https://de.wiktionary.org/wiki/jemandem_geht_der_Hut_hoch	
jemandem geht einer ab	1545	1545	einer + \bab(\b|zugehen|g) + _GEHEN	einer + \bab(\b|z|g) + _GEHEN	779	260222 -> 9450 -> 779	977	260222 -> 11324 -> 977	828	260222 -> 10129 -> 828	1049	260222 -> 12203 -> 1049	0	we filtered by the regex '\beiner ab(\b|geh|gang|zugehen|gegangen)' and then reviewed the results	0				https://de.wiktionary.org/wiki/jemandem_geht_einer_ab	
jemandem Glauben schenken	1546	1546	Glauben + schenk		90	2240 -> 90	95	2997 -> 95							90				https://de.wiktionary.org/wiki/jemandem_Glauben_schenken	
jemandem gleich sein	1547	1547	gleich + SEIN + MANUAL_REVIEW		2498	6761 -> 2498 -> 2498	2543	6761 -> 2543 -> 2543					25	0/50*2498 found, so assume 0.5 matches	25				https://de.wiktionary.org/wiki/jemandem_gleich_sein	
jemandem Honig um den Bart schmieren	1548	1548	Honig um den Bart + schmier		0	0 -> 0	0	0 -> 0							0		jemandem Honig ums Maul schmieren	jemandem Honig ums Maul schmieren	https://de.wiktionary.org/wiki/jemandem_Honig_um_den_Bart_schmieren	
jemandem Honig um den Mund schmieren	1549	1549	Honig um den Mund + schmier		0	0 -> 0	0	0 -> 0							0		jemandem Honig ums Maul schmieren	jemandem Honig ums Maul schmieren	https://de.wiktionary.org/wiki/jemandem_Honig_um_den_Mund_schmieren	
jemandem Honig ums Maul schmieren	1550	1550	Honig ums Maul + schmier	Honig um den (Bart|Mund) + schmier	1	1 -> 1	1	1 -> 1	0	0 -> 0	0	0 -> 0			1		jemandem Honig ums Maul schmieren		https://de.wiktionary.org/wiki/jemandem_Honig_ums_Maul_schmieren	
jemandem hängt der Magen in den Kniekehlen	1551	1551	der Magen + in den Kniekehlen		0	38 -> 0	0	38 -> 0							0				https://de.wiktionary.org/wiki/jemandem_h%C3%A4ngt_der_Magen_in_den_Kniekehlen	
jemandem hängt die Zunge zum Hals heraus	1552	1552	die Zunge + zum Hals + \bheraus(\b|h|z|g) + häng		0	106 -> 0 -> 0 -> 0	0	106 -> 0 -> 0 -> 0							0				https://de.wiktionary.org/wiki/jemandem_h%C3%A4ngt_die_Zunge_zum_Hals_heraus	
jemandem Hörner aufsetzen	1553	1553	Hörner + \bauf(\b|s|z|g) + _SETZEN		8	358 -> 50 -> 8	9	358 -> 55 -> 9							8	jemandem Hörner aufsetzen		jemandem die Hörner aufsetzen	https://de.wiktionary.org/wiki/jemandem_H%C3%B6rner_aufsetzen	
jemandem im Nacken sitzen	1554	1554	im Hacken + SITZEN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/jemandem_im_Nacken_sitzen	
jemandem in den Kram passen	1555	1555	in den Kram + pass		3	3 -> 3	3	3 -> 3							3				https://de.wiktionary.org/wiki/jemandem_in_den_Kram_passen	https://en.wiktionary.org/wiki/jemandem_in_den_Kram_passen
jemandem in den Schoß fallen	1556	1556	in den Schoß + FALLEN		7	23 -> 7	7	23 -> 7							7				https://de.wiktionary.org/wiki/jemandem_in_den_Scho%C3%9F_fallen	
jemandem in den Suppentopf fallen	1557	1557	in den Suppentopf + FALLEN		0	0 -> 0	0	0 -> 0							0	jemandem in die Suppe fallen		jemandem in die Suppe fallen	https://de.wiktionary.org/wiki/jemandem_in_den_Suppentopf_fallen	
jemandem in die Glieder fahren	1558	1558	in die Glieder + FAHREN		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/jemandem_in_die_Glieder_fahren	
jemandem in die Karten schauen	1559	1559	in die Karten + SCHAUEN + MANUAL_REVIEW		4	11 -> 4 -> 4	4	11 -> 4 -> 4					0	0/4; these were mostly 'nicht in die Karten schauen lassen' which is a separate entry and not counted here	0	sich nicht in die Karten schauen lassen			https://de.wiktionary.org/wiki/jemandem_in_die_Karten_schauen	
jemandem in die Suppe fallen	1560	1560	in die Suppe + FALLEN		0	3 -> 0	0	3 -> 0							0	jemandem in die Suppe fallen			https://de.wiktionary.org/wiki/jemandem_in_die_Suppe_fallen	
jemandem in die Suppe spucken	1561	1561	in die Suppe + spuck		0	3 -> 0	0	3 -> 0							0				https://de.wiktionary.org/wiki/jemandem_in_die_Suppe_spucken	https://en.wiktionary.org/wiki/jemandem_in_die_Suppe_spucken
jemandem ins Handwerk pfuschen	1562	1562	ins Handwerk + pfusch		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/jemandem_ins_Handwerk_pfuschen	
jemandem ist eine Laus über die Leber gelaufen	1563	1563	eine Laus + über die Leben + gelaufen + SEIN		0	2 -> 0 -> 0 -> 0	0	2 -> 0 -> 0 -> 0							0				https://de.wiktionary.org/wiki/jemandem_ist_eine_Laus_%C3%BCber_die_Leber_gelaufen	https://en.wiktionary.org/wiki/jemandem_ist_eine_Laus_%C3%BCber_die_Leber_gelaufen
jemandem jemanden auf den Hals hetzen	1564	1564	auf den Half + hetz		0	0 -> 0	0	0 -> 0							0				https://de.wiktionary.org/wiki/jemandem_jemanden_auf_den_Hals_hetzen	
jemandem kann man das Vaterunser durch die Backen blasen	1565	1565	das Vaterunser + durch die Backen + BLASEN		0	26 -> 0 -> 0	0	26 -> 0 -> 0							0				https://de.wiktionary.org/wiki/jemandem_kann_man_das_Vaterunser_durch_die_Backen_blasen	
jemandem keinen Bissen Brot gönnen	1566	1566	Bissen + Brot + gönn		0	38 -> 1 -> 0	0	44 -> 1 -> 0							0				https://de.wiktionary.org/wiki/jemandem_keinen_Bissen_Brot_g%C3%B6nnen	
jemandem kocht das Blut in den Adern	1567	1567	das Blut + in den Adern + koch		0	260 -> 1 -> 0	0	260 -> 1 -> 0							0				https://de.wiktionary.org/wiki/jemandem_kocht_das_Blut_in_den_Adern	
jemandem Kontra geben	1568	1568	Kontra + GEBEN		4	47 -> 4	5	57 -> 5							4				https://de.wiktionary.org/wiki/jemandem_Kontra_geben	
jemandem Löcher in den Bauch fragen	1569	1569	Löcher + in den Bauch + frag		0	487 -> 0 -> 0	0	489 -> 0 -> 0							0				https://de.wiktionary.org/wiki/jemandem_L%C3%B6cher_in_den_Bauch_fragen	
jemandem nicht das Schwarze unter den Fingernägeln gönnen	1570	1570	nicht + das Schwarze + unter den Fingernägeln + gönn		0	202457 -> 7 -> 0 -> 0	0	202480 -> 9 -> 0 -> 0							0				https://de.wiktionary.org/wiki/jemandem_nicht_das_Schwarze_unter_den_Fingern%C3%A4geln_g%C3%B6nnen	
jemandem nicht das Schwarze unter den Nägeln gönnen	1571	1571	das Schwarze + unter den Nageln + gönn		0	152 -> 0 -> 0	0	238 -> 0 -> 0							0				https://de.wiktionary.org/wiki/jemandem_nicht_das_Schwarze_unter_den_N%C3%A4geln_g%C3%B6nnen	
jemandem nicht das Wasser reichen können	1572	1572	nicht das Wasser reichen + KÖNNEN		1	2 -> 1	1	2 -> 1							1				https://de.wiktionary.org/wiki/jemandem_nicht_das_Wasser_reichen_k%C3%B6nnen	https://en.wiktionary.org/wiki/jemandem_nicht_das_Wasser_reichen_k%C3%B6nnen
jemandem nicht den Bissen Brot gönnen	1573	1573	Bissen + Brot + gönn		0	38 -> 1 -> 0	0	44 -> 1 -> 0							0				https://de.wiktionary.org/wiki/jemandem_nicht_den_Bissen_Brot_g%C3%B6nnen	
jemandem nicht die Butter auf dem Brot gönnen	1574	1574	nicht die Butter auf dem Brot + gönn		0	0 -> 0	0	0 -> 0							0		jemandem die Butter vom Brot nehmen		https://de.wiktionary.org/wiki/jemandem_nicht_die_Butter_auf_dem_Brot_g%C3%B6nnen	
jemandem nicht grün sein	1575	1575	nicht grün + SEIN		2	3 -> 2	2	3 -> 2							2				https://de.wiktionary.org/wiki/jemandem_nicht_gr%C3%BCn_sein	
jemandem nichts abgucken	1576	1576	nichts + \bab(\b|g|z) + guck		0	6606 -> 200 -> 0	0	6608 -> 233 -> 0							0	jemandem nichts abgucken			https://de.wiktionary.org/wiki/jemandem_nichts_abgucken	
jemandem nichts weggucken	1577	1577	nichts + \bweg(\b|z|g) + guck		0	6606 -> 16 -> 0	0	6608 -> 52 -> 0							0	jemandem nichts abgucken		jemandem nichts abgucken	https://de.wiktionary.org/wiki/jemandem_nichts_weggucken	
jemandem platzt der Kragen	1578	1578	der Kragen + platz		7	26 -> 7	7	26 -> 7							7				https://de.wiktionary.org/wiki/jemandem_platzt_der_Kragen	
jemandem Rede und Antwort stehen	1579	1579	Rede und Antwort	zur Rede + STELLEN	15	15	15	15	177	183 -> 177	177	183 -> 177			15	jemandem Rede und Antwort stehen	jemanden zur Rede stellen		https://de.wiktionary.org/wiki/jemandem_Rede_und_Antwort_stehen	
jemandem reinen Wein einschenken	1580	1580	reinen Wein + \bein(\b|schenk|zuschenken|geschenkt) + schenk	reinen Wein + \bein(\b|s|z|g) + schenk	4	5 -> 4 -> 4	4	5 -> 4 -> 4	4	5 -> 4 -> 4	4	5 -> 4 -> 4			4	jemandem reinen Wein einschenken			https://de.wiktionary.org/wiki/jemandem_reinen_Wein_einschenken	
jemandem Sand in die Augen streuen	1581	1581	Sand in die Augen + streu		0	1 -> 0	0	1 -> 0							0				https://de.wiktionary.org/wiki/jemandem_Sand_in_die_Augen_streuen	https://en.wiktionary.org/wiki/jemandem_Sand_in_die_Augen_streuen
jemandem schöne Augen machen	1582	1582	schöne Augen + MACHEN		11	12 -> 11	11	12 -> 11							11				https://de.wiktionary.org/wiki/jemandem_sch%C3%B6ne_Augen_machen	
jemandem sind die Hände gebunden	1583	1583	die Hände + gebunden		12	887 -> 12	12	887 -> 12							12				https://de.wiktionary.org/wiki/jemandem_sind_die_H%C3%A4nde_gebunden	
